date,open,close,high,low,volume
2019-09-06,0.175,0.176,0.18,0.172,4859951.66
2019-09-09,0.178,0.187,0.189,0.176,4614145.77
2019-09-10,0.189,0.181,0.189,0.18,8367766.35
2019-09-11,0.182,0.179,0.183,0.178,4225866.3
2019-09-12,0.179,0.18,0.181,0.178,2306155.0
2019-09-16,0.181,0.181,0.183,0.179,2615752.34
2019-09-17,0.18,0.176,0.18,0.175,4227280.02
2019-09-18,0.177,0.176,0.177,0.175,2063782.91
2019-09-19,0.176,0.18,0.18,0.176,2832896.55
2019-09-20,0.181,0.18,0.183,0.18,2841402.16
2019-09-23,0.179,0.18,0.18,0.178,1715097.89
2019-09-24,0.18,0.183,0.185,0.18,3268653.8
2019-09-25,0.182,0.178,0.182,0.177,2704992.8
2019-09-26,0.178,0.17,0.179,0.17,4701371.0
2019-09-27,0.169,0.173,0.174,0.169,1689276.9
2019-09-30,0.172,0.17,0.173,0.169,1594632.0
2019-10-08,0.17,0.167,0.171,0.167,1790299.0
2019-10-09,0.166,0.168,0.169,0.164,1618890.0
2019-10-10,0.169,0.172,0.173,0.168,2167812.0
2019-10-11,0.173,0.172,0.173,0.17,1244472.89
2019-10-14,0.174,0.174,0.175,0.174,1515084.89
2019-10-15,0.174,0.17,0.174,0.169,1364725.89
2019-10-16,0.17,0.168,0.17,0.168,1180383.0
2019-10-17,0.168,0.169,0.169,0.167,730908.0
2019-10-18,0.169,0.167,0.17,0.166,1600012.0
2019-10-21,0.166,0.165,0.166,0.163,1469229.0
2019-10-22,0.165,0.168,0.168,0.165,953586.0
2019-10-23,0.168,0.166,0.168,0.166,1047189.0
2019-10-24,0.166,0.166,0.167,0.164,720450.0
2019-10-25,0.166,0.168,0.168,0.164,1082796.0
2019-10-28,0.171,0.171,0.172,0.169,1809129.0
2019-10-29,0.171,0.168,0.172,0.168,1348848.0
2019-10-30,0.167,0.167,0.169,0.166,1038837.0
2019-10-31,0.168,0.166,0.169,0.166,787670.0
2019-11-01,0.166,0.168,0.168,0.166,867836.36
2019-11-04,0.169,0.17,0.172,0.168,1866260.86
2019-11-05,0.171,0.171,0.171,0.169,837501.0
2019-11-06,0.17,0.168,0.171,0.168,771326.0
2019-11-07,0.168,0.169,0.17,0.168,452511.0
2019-11-08,0.17,0.17,0.173,0.17,1606409.5
2019-11-11,0.17,0.166,0.17,0.166,1379227.0
2019-11-12,0.167,0.165,0.167,0.163,1461369.0
2019-11-13,0.165,0.167,0.167,0.164,865581.0
2019-11-14,0.166,0.168,0.169,0.166,1274400.12
2019-11-15,0.168,0.166,0.169,0.165,1147286.36
2019-11-18,0.166,0.166,0.167,0.165,515246.0
2019-11-19,0.166,0.17,0.17,0.166,1304967.44
2019-11-20,0.169,0.168,0.17,0.168,856534.44
2019-11-21,0.167,0.168,0.168,0.166,608659.0
2019-11-22,0.168,0.167,0.172,0.167,1753072.88
2019-11-25,0.167,0.164,0.167,0.163,1536596.88
2019-11-26,0.165,0.164,0.166,0.163,745891.82
2019-11-27,0.164,0.166,0.167,0.163,1278745.0
2019-11-28,0.165,0.166,0.167,0.165,607474.0
2019-11-29,0.166,0.166,0.167,0.164,709048.0
2019-12-02,0.166,0.167,0.168,0.166,944102.0
2019-12-03,0.166,0.169,0.169,0.166,799219.0
2019-12-04,0.167,0.168,0.169,0.167,677326.67
2019-12-05,0.168,0.171,0.172,0.168,2053130.79
